FID,ASSETID,INST_YR,MATERIAL,WIDTH,OWNERSHIP,CLASS1,CLASS2,NAME1,NAME2,GlobalID,LIFESTATUS,Shape_len,Shape__Length
615,TR739,2023,Asphalt,2.5,Public,Commuter,Recreation,,,{908D75AA-EAD6-4D8E-8FE4-82C22D36BEC0},Active,,257.851912885157
616,TR740,2023,Asphalt,3,Public,Commuter,Recreation,,,{6A4D0C48-3B09-4BBB-BA60-3E83613349EF},Active,,64.7071609647633
617,TR741,2023,Asphalt,3,Public,Commuter,Recreation,,,{8851791A-DCE9-4C04-8EE2-FAACC701652A},Active,,26.3852426642555
618,TR743,2023,Asphalt,1.5,Public,Recreation,Recreation,,,{67BF97F9-CA69-4EDA-96DD-ECE71F6E32EA},Active,,33.6172590634238
619,TR742,2023,Asphalt,1.5,Public,Recreation,Recreation,,,{EF6D863F-AD1C-4ADF-9874-E9476232A82B},Active,,15.168285635536
620,TR744,2023,Asphalt,1.5,Public,Recreation,Recreation,,,{4F914E39-2AF2-4155-A9C2-2F07CC3D3821},Active,,9.93119695964543
621,TR745,2022,Asphalt,3.3,Public,Commuter,Commuter,,,{32360DA7-3804-422C-9518-448A169D0CFA},Active,,172.864475605624
622,TR746,2024,Asphalt,4.5,Public,Commuter,Commuter,Trans Canada Trail,Bow River West Pathway,{7F436AF8-DEE6-40B2-8BC7-A4D65F331F22},Active,,867.719346457623
623,TR747,2024,Asphalt,3.5,Public,Commuter,Commuter,Trans Canada Trail,Bow River West Pathway,{8EB4C5D8-AC35-4455-A0DA-4B1357CC0182},Active,,485.724930416409
624,TR748,2024,Asphalt,3.5,Public,Commuter,Commuter,Trans Canada Trail,Bow River West Pathway,{BAA75E0F-A5E2-43B2-AA48-168CB1FA0C2B},Active,,1138.90105394692
625,TR749,2024,Asphalt,3.5,Public,Commuter,Commuter,Trans Canada Trail,Bow River West Pathway,{4CC9945B-B298-4BDD-AE93-E3BD5DA94266},Active,,358.986600916809
626,TR737,2023,Asphalt,2,Public,Commuter,Recreation,,,{F9731C19-03FA-4DFD-B35B-7A81DAAD48C5},Active,,7.90084712209971
627,TR738,2023,Asphalt,2,Public,Commuter,Recreation,,,{0D2760A4-5E11-4F49-8F39-02125537E463},Active,,7.20315284380096
628,TR751,2024,Asphalt,3.5,Public,Commuter,Commuter,,,{6DDA3F6A-9461-45F3-BA03-0D8561DAC274},Active,,173.631485917494
629,TR750,2024,Concrete,4,Public,Commuter,Commuter,,,{EC72BC63-012E-45DD-9B62-C271C5A295A4},Active,,314.247084499139
630,TR752,2024,Asphalt,3.5,Public,Commuter,Commuter,,,{C880CD92-F0C1-4930-90A2-E1D69588F96E},Active,,213.599383698362
631,TR753,2024,Concrete,4.75,Public,Commuter,Commuter,,,{C2240304-6C9C-4F04-9BD9-936B304595AE},Active,,1130.65069511204
632,TR754,2024,Concrete,4.75,Public,Commuter,Commuter,,,{B54541E4-FAE3-48C1-BD1E-F00484689D5C},Active,,1110.61359320766
633,TR446,,Paved,2.5,Province,Recreational,Recreational,,,{878FC7E4-E9BC-4C4D-9314-9C89317A228B},Active,,65.5732811142236
634,TR756,2024,Asphalt,3.5,Public,Commuter,Recreational,,,{0562C393-7A92-4923-A776-A6FE92E8F421},Active,,613.54622175246
635,TR757,2025,Asphalt,3,Public,Commuter,Commuter,,,{FD49A996-2D3C-4E8C-82C5-8854E8AFAC6E},Active,,183.042157581512
636,TR758,2025,Asphalt,3,Public,Commuter,Commuter,,,{FE9FC8FD-63DE-4585-8500-108DE5E0292E},Active,,59.3763969863177
637,TR759,2025,Asphalt,3,Public,Commuter,Commuter,,,{FC828763-8DB3-4026-AF9D-4B45DA8723A5},Active,,63.3888287989357
638,TR760,2025,Asphalt,2.5,Public,Commuter,Commuter,,,{3284A61D-2797-4FD4-958C-176690574421},Active,,50.4044326131757
639,TR761,2025,Asphalt,3.1,Public,Commuter,Commuter,,,{FBCA5EEE-2CC0-4A85-895A-9F4B96A1B080},Active,,394.100626021375
640,TR762,2025,Asphalt,3.1,Public,Commuter,Commuter,,,{41106376-AD98-4CB7-86F6-9C76C906C403},Active,,59.7396507425175
641,TR763,2025,Asphalt,3.1,Public,Commuter,Commuter,,,{E2B91730-4C2F-4160-89AF-58D417BBF8B8},Active,,109.517109674753
642,TR764,2025,Asphalt,2.5,Public,Commuter,Commuter,,,{65AA9ACD-91DE-4BA4-B360-FCF841D55A75},Active,,64.3046178908279
643,TR174,2002,Gravel,1.5,Public,Recreational,Recreational,,,{9D2B87AE-72D1-4CB8-89DF-09FBA17F48C5},Active,,609.32499684777
644,TR255,2002,Gravel,1.5,Public,Commuter,Commuter,Trans Canada Trail,,{208F451F-32CD-4BC8-ABE5-C169A53E7882},Active,,57.6372947023024
