X,Y,FID,UnitNumber,AddressNum,StreetName,FullCivicA
-12836652.1551,6630016.2798,1754,7104,101G,STEWART CREEK LANDING,7104-101G STEWART CREEK LANDING
-12838754.2297,6637176.1836,1755,25,242,BENCHLANDS TERRACE,25-242 BENCHLANDS TERRACE
-12839293.4162,6636625.2896,1756,210,1080A,COUGAR CREEK DRIVE,210-1080A COUGAR CREEK DRIVE
-12839436.9057,6636705.9718,1757,208,1080C,COUGAR CREEK DRIVE,208-1080C COUGAR CREEK DRIVE
-12841215.3095,6636614.4228,1758,,518,5TH STREET,518 5TH STREET
-12841346.3382,6638363.6405,1759,106C,1602,2ND AVENUE,106C-1602 2ND AVENUE
-12837216.9264,6634763.7697,1760,8,109,BOW MEADOWS CRESCENT,8-109 BOW MEADOWS CRESCENT
-12840580.2806,6637448.0058,1761,408,1151,SIDNEY STREET,408-1151 SIDNEY STREET
-12839816.6247,6636329.2337,1762,104,109,MONTANE ROAD,104-109 MONTANE ROAD
-12840578.5982,6635994.3398,1763,108,1315,SPRING CREEK GATE,108-1315 SPRING CREEK GATE
-12841715.4963,6637933.3472,1764,,5,RAILWAY AVENUE,5 RAILWAY AVENUE
-12843857.0512,6636333.1026,1765,15,1061,EVERGREEN CIRCLE,15-1061 EVERGREEN CIRCLE
-12837992.7249,6632228.6058,1766,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12838699.911,6637354.4181,1767,52,137,WAPITI CLOSE,52-137 WAPITI CLOSE
-12837028.6636,6630761.5775,1768,,100        ,CASCADE DRIVE            ,100 CASCADE DRIVE
-12839307.2051,6636396.7792,1769,,310,HOODOO CRESCENT,310 HOODOO CRESCENT
-12837817.1264,6636433.2393,1770,,14A,RIDGE ROAD,14A RIDGE ROAD
-12840693.7929,6635982.7948,1771, ,55,CREEKSIDE MEWS,55 CREEKSIDE MEWS
-12839802.5784,6636139.9606,1772,,187,KANANASKIS WAY,187 KANANASKIS WAY
-12842703.6407,6636034.9134,1773,210,200,THREE SISTERS DRIVE,210-200 THREE SISTERS DRIVE
-12839769.475,6636416.4521,1774,251,160,KANANASKIS WAY,251-160 KANANASKIS WAY
-12839695.3902,6635759.4608,1775,218,30,LINCOLN PARK,218-30 LINCOLN PARK
-12841046.1867,6637351.5776,1776,404,890,RAILWAY AVENUE           ,404-890 RAILWAY AVENUE           
-12841841.5365,6637270.2505,1777,302,729,10TH STREET,302-729 10TH STREET
-12842356.7069,6635340.4601,1778,2,100,PROSPECT HEIGHTS,2-100 PROSPECT HEIGHTS
-12841046.1867,6637351.5776,1779,402,890,RAILWAY AVENUE           ,402-890 RAILWAY AVENUE           
-12838310.844,6630960.7828,1780,,191,HUBMAN LANDING,191 HUBMAN LANDING
-12840641.9453,6637301.2344,1781,104,999,BOW VALLEY TRAIL,104-999 BOW VALLEY TRAIL
-12839581.2077,6635974.3493,1782,207,180,KANANASKIS WAY,207-180 KANANASKIS WAY
-12840829.4162,6638741.9531,1783,411,300,PALLISER LANE,411-300 PALLISER LANE
-12840862.6301,6635971.2359,1784,,1004,3RD AVENUE,1004 3RD AVENUE
-12842636.3715,6635992.0493,1785,4,100,RUNDLE DRIVE,4-100 RUNDLE DRIVE
-12837866.6265,6632044.7127,1786,,329,CASALE PLACE,329 CASALE PLACE
-12843756.8833,6636554.834,1787,,1066,EVERGREEN CIRCLE,1066 EVERGREEN CIRCLE
-12842846.6964,6633604.0025,1788,,990,WILSON WAY,990 WILSON WAY
-12837364.571,6630413.7307,1789,321,107,ARMSTRONG PLACE,321-107 ARMSTRONG PLACE
-12837984.2315,6637161.2117,1790,4,300,EAGLE TERRACE ROAD,4-300 EAGLE TERRACE ROAD
-12835801.102,6629706.9547,1791,,1332,THREE SISTERS PARKWAY,1332 THREE SISTERS PARKWAY
-12837640.0515,6630827.9495,1792,,115,RIVA COURT,115 RIVA COURT
-12840010.6064,6636809.9341,1793,406,521,OLD CANMORE ROAD,406-521 OLD CANMORE ROAD
-12838705.9531,6636557.7885,1794,,340,PIONEER ROAD,340 PIONEER ROAD
-12840829.4162,6638741.9531,1795,201,300,PALLISER LANE,201-300 PALLISER LANE
-12837133.2497,6630079.1469,1796,,3100,STEWART CREEK DRIVE,3100 STEWART CREEK DRIVE
-12839416.0411,6636610.3234,1797,516,1080B,COUGAR CREEK DRIVE,516-1080B COUGAR CREEK DRIVE
-12841364.251,6637565.6699,1798,,1120,RAILWAY AVENUE,1120 RAILWAY AVENUE
-12838156.4003,6635394.5962,1799,29,200,GLACIER DRIVE,29-200 GLACIER DRIVE
-12840653.2484,6636330.009,1800,408,707,SPRING CREEK DRIVE,408-707 SPRING CREEK DRIVE
-12840453.3959,6637468.3138,1801,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12837880.0204,6630548.4484,1802,21,101,ARMSTRONG PLACE,21-101 ARMSTRONG PLACE
-12840651.8666,6636087.5052,1803,105,1105,SPRING CREEK DRIVE,105-1105 SPRING CREEK DRIVE
-12842120.0445,6637271.3172,1804,,829,10TH STREET,829 10TH STREET
-12836838.5728,6629860.5622,1805,203,3000D,STEWART CREEK DRIVE,203-3000D STEWART CREEK DRIVE
-12838249.7633,6635331.2841,1806,63,200,GLACIER DRIVE,63-200 GLACIER DRIVE
-12840570.4553,6636333.9421,1807,,808,SPRING CREEK DRIVE,808 SPRING CREEK DRIVE
-12837642.4159,6631049.3828,1808,1001,70,DYRGAS GATE,1001-70 DYRGAS GATE
-12842304.1046,6637171.4691,1809,,909B,9TH STREET,909B 9TH STREET
-12837578.8893,6635557.7394,1810,120,115,ELK RUN BOULEVARD,120-115 ELK RUN BOULEVARD
-12842356.7069,6635340.4601,1811,1,100,PROSPECT HEIGHTS,1-100 PROSPECT HEIGHTS
-12837953.4783,6634749.0309,1812,113,109,BOULDER CRESCENT,113-109 BOULDER CRESCENT
-12839899.5413,6636356.5398,1813,104,107,MONTANE ROAD,104-107 MONTANE ROAD
-12838334.9898,6631232.2934,1814,111,210,HUBMAN LANDING,111-210 HUBMAN LANDING
-12839802.5784,6636139.9606,1815,314,187,KANANASKIS WAY,314-187 KANANASKIS WAY
-12841891.6182,6638912.5523,1816,84,1718,BOW VALLEY TRAIL,84-1718 BOW VALLEY TRAIL
-12843163.7775,6639203.0365,1817,,605A,LARCH PLACE,605A LARCH PLACE
-12843096.6805,6635920.1221,1818,19,1022,RUNDLEVIEW DRIVE,19-1022 RUNDLEVIEW DRIVE
-12838421.6957,6636309.1577,1819,,150,COYOTE WAY,150 COYOTE WAY
-12843112.2565,6635747.9757,1820,,1005,OLYMPIC DRIVE,1005 OLYMPIC DRIVE
-12842911.165,6633530.6404,1821,,997A,WILSON WAY,997A WILSON WAY
-12839837.6129,6636014.8625,1822,113,191,KANANASKIS WAY,113-191 KANANASKIS WAY
-12837578.8893,6635557.7394,1823,208,115,ELK RUN BOULEVARD,208-115 ELK RUN BOULEVARD
-12840662.6421,6638582.451,1824,303,200A,PALLISER LANE,303-200A PALLISER LANE
-12839770.7394,6636508.1496,1825,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12841336.4418,6636441.4573,1826,,502,5TH AVENUE,502 5TH AVENUE
-12839945.3388,6636755.1332,1827,118,120,KANANASKIS WAY,118-120 KANANASKIS WAY
-12841364.251,6637565.6699,1828,,1120,RAILWAY AVENUE,1120 RAILWAY AVENUE
-12838901.8784,6635951.9046,1829,,318,SILVERTIP CLOSE,318 SILVERTIP CLOSE
-12841013.7939,6636021.0142,1830,,429,2ND STREET,429 2ND STREET
-12842670.6705,6636418.1416,1831,7,164,RUNDLE DRIVE,7-164 RUNDLE DRIVE
-12841046.1867,6637351.5776,1832,510,890,RAILWAY AVENUE           ,510-890 RAILWAY AVENUE           
-12836202.3105,6630010.5703,1833,303,106,STEWART CREEK RISE,303-106 STEWART CREEK RISE
-12839802.5784,6636139.9606,1834,412,187,KANANASKIS WAY,412-187 KANANASKIS WAY
-12842011.9934,6639096.1632,1835,109,1720,BOW VALLEY TRAIL,109-1720 BOW VALLEY TRAIL
-12841835.7382,6636872.2155,1836,3,729,7TH STREET,3-729 7TH STREET
-12841399.9365,6636284.0744,1837,1,602,3RD STREET,1-602 3RD STREET
-12840497.3467,6638180.9314,1838,202,1451A,PALLISER TRAIL,202-1451A PALLISER TRAIL
-12839557.7299,6637195.9562,1839,,156,COUGAR POINT ROAD,156 COUGAR POINT ROAD
-12843143.4854,6635800.7284,1840,,1001,OLYMPIC DRIVE,1001 OLYMPIC DRIVE
-12841364.251,6637565.6699,1841,,1120,RAILWAY AVENUE,1120 RAILWAY AVENUE
-12837887.6087,6631857.6903,1842,,109A,CASALE PLACE,109A CASALE PLACE
-12842671.6615,6633632.5526,1843,,933,LAWRENCE GRASSI RIDGE,933 LAWRENCE GRASSI RIDGE
-12839945.3388,6636755.1332,1844,432,120,KANANASKIS WAY,432-120 KANANASKIS WAY
-12840405.8939,6638157.5462,1845,102,1451B,PALLISER TRAIL,102-1451B PALLISER TRAIL
-12837992.7249,6632228.6058,1846,311,150,CROSSBOW PLACE,311-150 CROSSBOW PLACE
-12842886.6647,6638385.2054,1847,,1712,11TH AVENUE,1712 11TH AVENUE
-12840453.3959,6637468.3138,1848,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12839581.2077,6635974.3493,1849,201,180,KANANASKIS WAY,201-180 KANANASKIS WAY
-12840405.8939,6638157.5462,1850,107,1451B,PALLISER TRAIL,107-1451B PALLISER TRAIL
-12841610.6267,6637250.5623,1851,,1000,6TH AVENUE,1000 6TH AVENUE
-12839769.475,6636416.4521,1852,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12835922.3869,6629807.3099,1853,203G,209,STEWART CREEK RISE,203G-209 STEWART CREEK RISE
-12840559.7257,6639551.2578,1854,,3,ASPEN GLEN,3 ASPEN GLEN
-12839063.0714,6636661.9323,1855,,210,TRAPPER RISE,210 TRAPPER RISE
-12841181.7339,6638121.4866,1856,4,1414,2ND AVENUE,4-1414 2ND AVENUE
-12843664.0143,6636494.703,1857,,1072,EVERGREEN CIRCLE,1072 EVERGREEN CIRCLE
-12838204.5295,6632351.4461,1858,202,175,CROSSBOW PLACE,202-175 CROSSBOW PLACE
-12838693.8561,6636553.8832,1859,,342,PIONEER ROAD,342 PIONEER ROAD
-12837394.5065,6635209.0005,1860,104,100        ,ALPINE MEADOWS           ,104-100 ALPINE MEADOWS
-12838424.99,6631669.344,1861,,235,MISKOW CLOSE,235 MISKOW CLOSE
-12838934.7865,6637313.0305,1862,2,201,BENCHLANDS TERRACE,2-201 BENCHLANDS TERRACE
-12841735.8313,6639108.5563,1863,402,1818,MOUNTAIN AVENUE,402-1818 MOUNTAIN AVENUE
-12837736.0675,6631163.4454,1864,123,80,DYRGAS GATE,123-80 DYRGAS GATE
-12842336.3518,6634834.2607,1865,10,201,CAREY,10-201 CAREY
-12843253.3859,6633701.4848,1866,,1085,WILSON WAY,1085 WILSON WAY
-12843351.7131,6633978.902,1867,,1093,LAWRENCE GRASSI RIDGE,1093 LAWRENCE GRASSI RIDGE
-12841695.8134,6637070.0253,1868,,707,8TH (Main) STREET,707 8TH (Main) STREET
-12841612.8183,6637111.0105,1869,,638,8TH (Main) STREET,638 8TH (Main) STREET
-12840453.3959,6637468.3138,1870,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12838219.3046,6635467.2763,1871,44,200,GLACIER DRIVE,44-200 GLACIER DRIVE
-12836652.1551,6630016.2798,1872,7101,101G,STEWART CREEK LANDING,7101-101G STEWART CREEK LANDING
-12841303.3825,6636963.3261,1873,,100,SPRING CREEK DRIVE,100 SPRING CREEK DRIVE
-12839722.7384,6636167.2144,1874,107,173,KANANASKIS WAY,107-173 KANANASKIS WAY
-12840453.3959,6637468.3138,1875,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12840538.4667,6636215.1736,1876,206A,1012,SPRING CREEK DRIVE,206A-1012 SPRING CREEK DRIVE
-12842089.4408,6633295.495,1877,,817,WILSON WAY,817 WILSON WAY
-12837908.9548,6632054.4763,1878,,321B,CASALE PLACE,321B CASALE PLACE
-12843414.6425,6636575.1928,1879,,101A,GRASSI PLACE,101A GRASSI PLACE
-12843197.809,6639144.0573,1880,,602,LARCH PLACE,602 LARCH PLACE
-12839074.9995,6636504.312,1881,,304,PIONEER ROAD,304 PIONEER ROAD
-12840924.221,6637499.6907,1882,108,1206,BOW VALLEY TRAIL,108-1206 BOW VALLEY TRAIL
-12843290.8693,6639284.4123,1883,,704,LARCH PLACE,704 LARCH PLACE
-12841763.4037,6636192.7642,1884,,717,3RD STREET,717 3RD STREET
-12841227.263,6638164.4134,1885,1A,1422,2ND AVENUE,1A-1422 2ND AVENUE
-12841709.9055,6637837.5917,1886,,2,RAILWAY AVENUE,2 RAILWAY AVENUE
-12839586.8017,6636126.6191,1887,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12842678.2642,6636200.1222,1888,,118,RUNDLE DRIVE,118 RUNDLE DRIVE
-12839025.837,6632704.0,1889,,147,CAIRNS LANDING,147 CAIRNS LANDING
-12841494.7567,6634204.2879,1890,,129,MORRIS,129 MORRIS
-12840127.9431,6636533.1474,1891,206,105,KANANASKIS WAY,206-105 KANANASKIS WAY
-12840559.7257,6639551.2578,1892,,3,ASPEN GLEN,3 ASPEN GLEN
-12841916.3381,6633382.7042,1893,105,800,WILSON WAY,105-800 WILSON WAY
-12835922.3869,6629807.3099,1894,304G,209,STEWART CREEK RISE,304G-209 STEWART CREEK RISE
-12841882.7594,6637056.5709,1895,108,737,7TH AVENUE,108-737 7TH AVENUE
-12839988.1236,6636305.0874,1896,307,101,MONTANE ROAD,307-101 MONTANE ROAD
-12842188.0127,6634262.4469,1897,54,127,CAREY,54-127 CAREY
-12840653.2484,6636330.009,1898,211,707,SPRING CREEK DRIVE,211-707 SPRING CREEK DRIVE
-12837952.7575,6631904.9532,1899,,121,CASALE PLACE,121 CASALE PLACE
-12838889.2069,6639172.2565,1900,2,124,SILVERTIP RIDGE,2-124 SILVERTIP RIDGE
-12839586.8017,6636126.6191,1901,309,176,KANANASKIS WAY,309-176 KANANASKIS WAY
-12838740.9515,6637481.7391,1902,32,137,WAPITI CLOSE,32-137 WAPITI CLOSE
-12840405.8939,6638157.5462,1903,310,1451B,PALLISER TRAIL,310-1451B PALLISER TRAIL
-12839646.732,6635924.3203,1904,312,186,KANANASKIS WAY,312-186 KANANASKIS WAY
-12836919.8333,6630006.2714,1905,PRKG,3000,STEWART CREEK DRIVE,PRKG-3000 STEWART CREEK DRIVE
-12840653.4478,6636193.2723,1906,107,905,SPRING CREEK DRIVE,107-905 SPRING CREEK DRIVE
-12843722.687,6636631.9,1907,7,1065,EVERGREEN CIRCLE,7-1065 EVERGREEN CIRCLE
-12841447.12,6639340.4713,1908,,2200,PALLISER TRAIL           ,2200 PALLISER TRAIL
-12838115.823,6630700.3413,1909,,114A,HUBMAN LANDING,114A HUBMAN LANDING
-12843042.7306,6635789.6479,1910,,105,CHINA CLOSE,105 CHINA CLOSE
-12838675.9284,6637441.8672,1911,241,137,WAPITI CLOSE,241-137 WAPITI CLOSE
-12840660.2381,6636449.7161,1912,,505,SPRING CREEK DRIVE,505 SPRING CREEK DRIVE
-12841655.4404,6637253.0871,1913,,1001,6TH AVENUE,1001 6TH AVENUE
-12840829.4162,6638741.9531,1914,122,300,PALLISER LANE,122-300 PALLISER LANE
-12838175.7723,6631670.4683,1915,,215A,MISKOW CLOSE,215A MISKOW CLOSE
-12839945.3388,6636755.1332,1916,230,120,KANANASKIS WAY,230-120 KANANASKIS WAY
-12842341.1824,6633483.3716,1917,,12,SHELLIAN LANE,12 SHELLIAN LANE
-12842061.1696,6636798.9772,1918,4,822,6TH STREET,4-822 6TH STREET
-12841610.0849,6636951.5842,1919,,638,7TH STREET,638 7TH STREET
-12841539.8337,6633438.7198,1920,186,91B,THREE SISTERS DRIVE,186-91B THREE SISTERS DRIVE
-12838725.2995,6638401.1543,1921,,412,MOUNTAIN TRANQUILITY PL.,412 MOUNTAIN TRANQUILITY PL.
-12840751.8171,6637749.6559,1922,,1100,HOSPITAL PLACE,1100 HOSPITAL PLACE
-12840653.2484,6636330.009,1923,308,707,SPRING CREEK DRIVE,308-707 SPRING CREEK DRIVE
-12836828.8213,6630265.9553,1924,204,2100C,STEWART CREEK DRIVE,204-2100C STEWART CREEK DRIVE
-12836132.9348,6629866.961,1925,203B,1200,THREE SISTERS PARKWAY,203B-1200 THREE SISTERS PARKWAY
-12837546.9943,6631083.7839,1926,215,75,DYRGAS GATE,215-75 DYRGAS GATE
-12841719.8834,6637285.5833,1927,,709,10TH STREET,709 10TH STREET
-12842689.9222,6636670.3412,1928,,150A,RUNDLE CRESCENT,150A RUNDLE CRESCENT
-12840538.4667,6636215.1736,1929,106A,1012,SPRING CREEK DRIVE,106A-1012 SPRING CREEK DRIVE
-12838856.6599,6635549.9657,1930,,380,GROTTO ROAD,380 GROTTO ROAD
-12838758.2396,6636488.5118,1931,,329,PIONEER ROAD,329 PIONEER ROAD
-12838192.3005,6635287.1029,1932,1,200,GLACIER DRIVE,1-200 GLACIER DRIVE
-12838022.736,6632341.1282,1933,215,170,CROSSBOW PLACE,215-170 CROSSBOW PLACE
-12839321.9429,6636938.3057,1934,,172,COUGAR POINT ROAD,172 COUGAR POINT ROAD
-12841441.0006,6637590.4714,1935,,1140,RAILWAY AVENUE,1140 RAILWAY AVENUE
-12841346.3382,6638363.6405,1936,126,1602,2ND AVENUE,126-1602 2ND AVENUE
-12838075.9638,6636191.9686,1937,,271,LADY MACDONALD DRIVE,271 LADY MACDONALD DRIVE
-12840079.4596,6636470.788,1938,205,113,KANANASKIS WAY,205-113 KANANASKIS WAY
-12839667.6779,6635621.9618,1939,206,10,LINCOLN PARK,206-10 LINCOLN PARK
-12838550.2417,6638789.5968,1940,,521,SILVERTIP POINTE,521 SILVERTIP POINTE
-12842601.2785,6635784.8136,1941,31,216,THREE SISTERS DRIVE,31-216 THREE SISTERS DRIVE
-12842199.9887,6634967.11,1942,165,200,PROSPECT HEIGHTS,165-200 PROSPECT HEIGHTS
-12836830.0388,6630049.3303,1943,2103,101B,STEWART CREEK LANDING,2103-101B STEWART CREEK LANDING
-12840453.3959,6637468.3138,1944,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12838571.9687,6639038.132,1945,,516,SILVERTIP ROAD,516 SILVERTIP ROAD
-12838143.7152,6631285.8296,1946,,132,CAFFARO COURT,132 CAFFARO COURT
-12841917.3472,6638341.4608,1947,,17,PINEWOOD CRESCENT,17 PINEWOOD CRESCENT
-12841257.5952,6634220.1992,1948,,10,VAN HORNE,10 VAN HORNE
-12839769.475,6636416.4521,1949,468,160,KANANASKIS WAY,468-160 KANANASKIS WAY
-12836564.7958,6630123.9438,1950,102,101G,STEWART CREEK RISE,102-101G STEWART CREEK RISE
-12842607.9998,6637909.9273,1951,,940,FAIRHOLME DRIVE,940 FAIRHOLME DRIVE
-12839768.7086,6635447.3092,1952,,200,BOW VALLEY TRAIL,200 BOW VALLEY TRAIL
-12840753.9757,6638683.316,1953,305,200C,PALLISER LANE,305-200C PALLISER LANE
-12842779.5211,6638111.7985,1954,,1101,15TH STREET,1101 15TH STREET
-12838237.7036,6635820.5175,1955,,239,LADY MACDONALD DRIVE,239 LADY MACDONALD DRIVE
-12837990.5473,6635885.7616,1956,,338,CANYON CLOSE,338 CANYON CLOSE
-12841635.2739,6634350.0691,1957,,34,PROSPECT HEIGHTS,34 PROSPECT HEIGHTS
-12837441.1903,6630824.7603,1958,605,70,DYRGAS GATE,605-70 DYRGAS GATE
-12839908.4291,6636161.1521,1959,,103,MONTANE ROAD,103 MONTANE ROAD
-12837879.5982,6636504.0076,1960,,6,RIDGE ROAD,6 RIDGE ROAD
-12838952.1931,6635454.4083,1961,,360,GROTTO ROAD,360 GROTTO ROAD
-12840453.3959,6637468.3138,1962,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12837620.1007,6631277.6326,1963,,125E,DYRGAS LANE,125E DYRGAS LANE
-12837366.5448,6634764.0503,1964,108,105,BOW MEADOWS CRESCENT,108-105 BOW MEADOWS CRESCENT
-12839837.6129,6636014.8625,1965,210,191,KANANASKIS WAY,210-191 KANANASKIS WAY
-12838801.1178,6637453.8028,1966,23,137,WAPITI CLOSE,23-137 WAPITI CLOSE
-12839769.475,6636416.4521,1967,462,160,KANANASKIS WAY,462-160 KANANASKIS WAY
-12838686.7003,6637629.1699,1968,,301,EAGLE POINT,301 EAGLE POINT
-12839689.8458,6636258.0148,1969,113,170,KANANASKIS WAY,113-170 KANANASKIS WAY
-12842760.2254,6633510.6086,1970,,973,WILSON WAY,973 WILSON WAY
-12837980.2624,6631235.9517,1971,,116,CAFFARO COURT,116 CAFFARO COURT
-12837840.3709,6635036.547,1972,,104A,BOULDER CRESCENT,104A BOULDER CRESCENT
-12841539.8337,6633438.7198,1973,173,91B,THREE SISTERS DRIVE,173-91B THREE SISTERS DRIVE
-12837845.579,6634979.0824,1974,3,106,BOULDER CRESCENT,3-106 BOULDER CRESCENT
-12837928.1399,6630557.854,1975,25,101,ARMSTRONG PLACE,25-101 ARMSTRONG PLACE
-12839695.3902,6635759.4608,1976,320,30,LINCOLN PARK,320-30 LINCOLN PARK
-12842113.3776,6633387.8406,1977,,825,LAWRENCE GRASSI RIDGE,825 LAWRENCE GRASSI RIDGE
-12840453.3959,6637468.3138,1978,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12836383.2458,6629867.0246,1979,101A,1101,THREE SISTERS PARKWAY,101A-1101 THREE SISTERS PARKWAY
-12840908.5937,6638715.2727,1980,,300,PALLISER LANE,300 PALLISER LANE
-12837684.6789,6636250.9597,1981,,32,RIDGE ROAD,32 RIDGE ROAD
-12841811.6805,6636362.4593,1982,4,725,4TH STREET,4-725 4TH STREET
-12840829.4162,6638741.9531,1983,,300,PALLISER LANE,300 PALLISER LANE
-12836432.0617,6630668.4997,1984, ,360,CASCADE DRIVE,360 CASCADE DRIVE
-12840570.4553,6636333.9421,1985,PRKG,808,SPRING CREEK DRIVE,PRKG-808 SPRING CREEK DRIVE
-12838877.4587,6635969.6678,1986,,316,SILVERTIP CLOSE,316 SILVERTIP CLOSE
-12841645.5751,6639004.7058,1987,302,1717A      ,MOUNTAIN AVENUE          ,302-1717A MOUNTAIN AVENUE
-12843231.72,6633649.9236,1988,,1069,WILSON WAY,1069 WILSON WAY
-12837740.5996,6630574.0604,1989,6,101,ARMSTRONG PLACE,6-101 ARMSTRONG PLACE
-12840580.2806,6637448.0058,1990,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12838729.0022,6637103.4744,1991,30,242,BENCHLANDS TERRACE,30-242 BENCHLANDS TERRACE
-12839436.9057,6636705.9718,1992,102,1080C,COUGAR CREEK DRIVE,102-1080C COUGAR CREEK DRIVE
-12841988.7109,6636532.8586,1993,1,809,5TH STREET,1-809 5TH STREET
-12842010.5956,6638132.6885,1994,32,1530,7TH AVENUE,32-1530 7TH AVENUE
-12839899.5413,6636356.5398,1995,112,107,MONTANE ROAD,112-107 MONTANE ROAD
-12840247.2066,6636956.1444,1996,205,304,OLD CANMORE ROAD,205-304 OLD CANMORE ROAD
-12842199.1579,6633287.4482,1997,4,825,WILSON WAY,4-825 WILSON WAY
-12841988.7933,6636627.7998,1998,,810,5TH STREET,810 5TH STREET
-12839945.3388,6636755.1332,1999,426,120,KANANASKIS WAY,426-120 KANANASKIS WAY
-12839770.7394,6636508.1496,2000,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12840453.3959,6637468.3138,2001,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12839689.8458,6636258.0148,2002,332,170,KANANASKIS WAY,332-170 KANANASKIS WAY
-12839808.6222,6635938.0363,2003,329,190,KANANASKIS WAY,329-190 KANANASKIS WAY
-12837630.9483,6631225.5822,2004,505,85,DYRGAS GATE,505-85 DYRGAS GATE
-12840498.0373,6637363.2251,2005,114,901,MOUNTAIN STREET,114-901 MOUNTAIN STREET
-12841443.8785,6637679.6799,2006,,1160,RAILWAY AVENUE,1160 RAILWAY AVENUE
-12837668.4828,6630657.8135,2007,101,102,ARMSTRONG PLACE,101-102 ARMSTRONG PLACE
-12840578.5982,6635994.3398,2008,214,1315,SPRING CREEK GATE,214-1315 SPRING CREEK GATE
-12839769.475,6636416.4521,2009,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12839722.7384,6636167.2144,2010,306,173,KANANASKIS WAY,306-173 KANANASKIS WAY
-12835829.2073,6629454.9453,2011,,489A,STEWART CREEK CLOSE,489A STEWART CREEK CLOSE
-12840653.2484,6636330.009,2012,110,707,SPRING CREEK DRIVE,110-707 SPRING CREEK DRIVE
-12839646.732,6635924.3203,2013,309,186,KANANASKIS WAY,309-186 KANANASKIS WAY
-12841539.8337,6633438.7198,2014,383,91B,THREE SISTERS DRIVE,383-91B THREE SISTERS DRIVE
-12839899.5413,6636356.5398,2015,110,107,MONTANE ROAD,110-107 MONTANE ROAD
-12841296.4029,6637413.3014,2016,203,1040,RAILWAY AVENUE,203-1040 RAILWAY AVENUE
-12841891.6182,6638912.5523,2017,40,1718,BOW VALLEY TRAIL,40-1718 BOW VALLEY TRAIL
-12837992.7249,6632228.6058,2018,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12841346.3382,6638363.6405,2019,212,1602,2ND AVENUE,212-1602 2ND AVENUE
-12838022.736,6632341.1282,2020,312,170,CROSSBOW PLACE,312-170 CROSSBOW PLACE
-12841610.4538,6636362.0801,2021,3,637,4TH STREET,3-637 4TH STREET
-12839808.6222,6635938.0363,2022,108,190,KANANASKIS WAY,108-190 KANANASKIS WAY
-12842601.2785,6635784.8136,2023,13,216,THREE SISTERS DRIVE,13-216 THREE SISTERS DRIVE
-12841471.6292,6637460.9158,2024,14,1119,RAILWAY AVENUE,14-1119 RAILWAY AVENUE
-12839586.8017,6636126.6191,2025,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12842199.1579,6633287.4482,2026,1,825,WILSON WAY,1-825 WILSON WAY
-12842020.2692,6634751.9315,2027,,112,MCNEILL,112 MCNEILL
-12838207.9362,6637302.5375,2028,,305,EAGLE HEIGHTS,305 EAGLE HEIGHTS
-12839581.2077,6635974.3493,2029,309,180,KANANASKIS WAY,309-180 KANANASKIS WAY
-12841738.6686,6637269.94,2030,,713,9TH STREET,713 9TH STREET
-12840653.2484,6636330.009,2031,302,707,SPRING CREEK DRIVE,302-707 SPRING CREEK DRIVE
-12841263.8018,6636869.9723,2032,,105,SPRING CREEK DRIVE,105 SPRING CREEK DRIVE
-12842090.4134,6636952.5117,2033,1,826,7TH STREET,1-826 7TH STREET
-12836830.0388,6630049.3303,2034,2105,101B,STEWART CREEK LANDING,2105-101B STEWART CREEK LANDING
-12842254.5533,6634670.6727,2035,,184,CAREY,184 CAREY
-12837606.3852,6630593.2158,2036,106,102,ARMSTRONG PLACE,106-102 ARMSTRONG PLACE
-12840643.3632,6637093.7862,2037,115,802,BOW VALLEY TRAIL,115-802 BOW VALLEY TRAIL
-12838206.1615,6632253.6869,2038,103,155,CROSSBOW PLACE,103-155 CROSSBOW PLACE
-12837558.1713,6631287.6069,2039,301,125F,DYRGAS LANE,301-125F DYRGAS LANE
-12840538.4667,6636215.1736,2040,204A,1012,SPRING CREEK DRIVE,204A-1012 SPRING CREEK DRIVE
-12837578.8893,6635557.7394,2041,118,115,ELK RUN BOULEVARD,118-115 ELK RUN BOULEVARD
-12839722.7384,6636167.2144,2042,121,173,KANANASKIS WAY,121-173 KANANASKIS WAY
-12841860.0222,6637213.926,2043,,902B,7TH AVENUE,902B 7TH AVENUE
-12841346.3382,6638363.6405,2044,101,1602,2ND AVENUE,101-1602 2ND AVENUE
