X,Y,FID,UnitNumber,AddressNum,StreetName,FullCivicA
-12842356.7069,6635340.4601,9004,22,100,PROSPECT HEIGHTS,22-100 PROSPECT HEIGHTS
-12839770.7394,6636508.1496,9005,233,160,KANANASKIS WAY,233-160 KANANASKIS WAY
-12838204.5295,6632351.4461,9006,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12840347.1014,6639686.925,9007,165,13,ASPEN GLEN,165-13 ASPEN GLEN
-12841346.3382,6638363.6405,9008,109,1602,2ND AVENUE,109-1602 2ND AVENUE
-12835852.6646,6629776.9958,9009,201H,209,STEWART CREEK RISE,201H-209 STEWART CREEK RISE
-12840122.9884,6636464.7187,9010,108,109,KANANASKIS WAY,108-109 KANANASKIS WAY
-12842353.1134,6633587.0393,9011,,862,LAWRENCE GRASSI RIDGE,862 LAWRENCE GRASSI RIDGE
-12840559.7257,6639551.2578,9012,,3,ASPEN GLEN,3 ASPEN GLEN
-12841891.6182,6638912.5523,9013,82,1718,BOW VALLEY TRAIL,82-1718 BOW VALLEY TRAIL
-12837224.7825,6635078.5408,9014,102,121        ,BOW MEADOWS CRESCENT     ,102-121 BOW MEADOWS CRESCENT
-12839347.5206,6636476.6116,9015,35,1050,COUGAR CREEK DRIVE,35-1050 COUGAR CREEK DRIVE
-12842158.1085,6636629.4435,9016,3,838,5TH STREET,3-838 5TH STREET
-12840570.4553,6636333.9421,9017,313,808,SPRING CREEK DRIVE,313-808 SPRING CREEK DRIVE
-12839581.2077,6635974.3493,9018,300,180,KANANASKIS WAY,300-180 KANANASKIS WAY
-12839802.5784,6636139.9606,9019,210,187,KANANASKIS WAY,210-187 KANANASKIS WAY
-12839336.9579,6637511.6278,9020,,119,BENCHLANDS TERRACE,119 BENCHLANDS TERRACE
-12842901.4999,6633598.6643,9021,,992B,WILSON WAY,992B WILSON WAY
-12842549.6366,6638467.6401,9022,,1009,17TH STREET,1009 17TH STREET
-12839869.1705,6636584.2168,9023,144,140,KANANASKIS WAY,144-140 KANANASKIS WAY
-12839770.7394,6636508.1496,9024,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12838514.0072,6635174.2468,9025,,19,GROTTO CLOSE,19 GROTTO CLOSE
-12839816.6247,6636329.2337,9026,116,109,MONTANE ROAD,116-109 MONTANE ROAD
-12839945.3388,6636755.1332,9027,211,120,KANANASKIS WAY,211-120 KANANASKIS WAY
-12840580.2806,6637448.0058,9028,105,1151,SIDNEY STREET,105-1151 SIDNEY STREET
-12840653.4478,6636193.2723,9029,304,905,SPRING CREEK DRIVE,304-905 SPRING CREEK DRIVE
-12839586.8017,6636126.6191,9030,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12843270.7819,6638383.5906,9031,,1246,16TH STREET,1246 16TH STREET
-12842246.3223,6638731.865,9032,,1800,8TH AVENUE,1800 8TH AVENUE
-12836061.3026,6629799.4898,9033,102E,1200,THREE SISTERS PARKWAY,102E-1200 THREE SISTERS PARKWAY
-12838291.5812,6636875.3403,9034,113,901,BENCHLANDS TRAIL,113-901 BENCHLANDS TRAIL
-12842036.7762,6637270.8431,9035,,817,9TH STREET,817 9TH STREET
-12839081.2066,6639445.6306,9036,,150,STONECREEK ROAD,150 STONECREEK ROAD
-12840580.2806,6637448.0058,9037,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12840010.6064,6636809.9341,9038,315,521,OLD CANMORE ROAD,315-521 OLD CANMORE ROAD
-12842118.977,6637354.6378,9039,204,834,10TH STREET,204-834 10TH STREET
-12843424.1755,6635663.3039,9040,,1003,RUNDLEVIEW DRIVE,1003 RUNDLEVIEW DRIVE
-12838457.2687,6637710.3469,9041,B,401,EAGLE HEIGHTS,B-401 EAGLE HEIGHTS
-12837237.7696,6630243.7605,9042,504,108,ARMSTRONG PLACE,504-108 ARMSTRONG PLACE
-12840653.4478,6636193.2723,9043,405,905,SPRING CREEK DRIVE,405-905 SPRING CREEK DRIVE
-12839816.6247,6636329.2337,9044,302,109,MONTANE ROAD,302-109 MONTANE ROAD
-12836308.5244,6629804.9076,9045,101F,1101,THREE SISTERS PARKWAY,101F-1101 THREE SISTERS PARKWAY
-12843096.6805,6635920.1221,9046,28,1022,RUNDLEVIEW DRIVE,28-1022 RUNDLEVIEW DRIVE
-12838206.1615,6632253.6869,9047,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12842272.6394,6635045.1578,9048,132,200,PROSPECT HEIGHTS,132-200 PROSPECT HEIGHTS
-12841994.2676,6633295.4146,9049,11,809,WILSON WAY,11-809 WILSON WAY
-12842120.0445,6637271.3172,9050,306,1002,8TH AVENUE,306-1002 8TH AVENUE
-12837612.5831,6631018.5122,9051,1102,70,DYRGAS GATE,1102-70 DYRGAS GATE
-12836683.9365,6630109.4543,9052,5104,101E,STEWART CREEK LANDING,5104-101E STEWART CREEK LANDING
-12840570.4553,6636333.9421,9053,,808,SPRING CREEK DRIVE,808 SPRING CREEK DRIVE
-12841610.369,6636458.1557,9054,,638,4TH STREET,638 4TH STREET
-12840653.2484,6636330.009,9055,403,707,SPRING CREEK DRIVE,403-707 SPRING CREEK DRIVE
-12838458.412,6637403.4381,9056,,1028,BENCHLANDS TRAIL,1028 BENCHLANDS TRAIL
-12839667.6779,6635621.9618,9057,203,10,LINCOLN PARK,203-10 LINCOLN PARK
-12841735.8313,6639108.5563,9058,103,1818,MOUNTAIN AVENUE,103-1818 MOUNTAIN AVENUE
-12838022.736,6632341.1282,9059,,170,CROSSBOW PLACE,170 CROSSBOW PLACE
-12837497.9359,6630448.0259,9060,621,107,ARMSTRONG PLACE,621-107 ARMSTRONG PLACE
-12841441.0006,6637590.4714,9061,403,1140,RAILWAY AVENUE,403-1140 RAILWAY AVENUE
-12840949.9903,6638070.9694,9062,,1314,1ST AVENUE,1314 1ST AVENUE
-12840829.4162,6638741.9531,9063,,300,PALLISER LANE,300 PALLISER LANE
-12837764.669,6631642.1036,9064,,115,KRIZAN BAY,115 KRIZAN BAY
-12842721.053,6637743.2909,9065,,973B,13TH STREET,973B 13TH STREET
-12837396.24,6630667.5963,9066,211,104,ARMSTRONG PLACE,211-104 ARMSTRONG PLACE
-12841736.0285,6636289.0009,9067,,714,3RD STREET,714 3RD STREET
-12842049.252,6636459.2365,9068,1,816,4TH STREET,1-816 4TH STREET
-12837820.422,6636632.7798,9069,,7,CANYON PLACE,7 CANYON PLACE
-12839802.5784,6636139.9606,9070,319,187,KANANASKIS WAY,319-187 KANANASKIS WAY
-12840538.4667,6636215.1736,9071,201A,1012,SPRING CREEK DRIVE,201A-1012 SPRING CREEK DRIVE
-12842120.0445,6637271.3172,9072,210,1002,8TH AVENUE,210-1002 8TH AVENUE
-12836295.0879,6629840.3914,9073,102D,1101,THREE SISTERS PARKWAY,102D-1101 THREE SISTERS PARKWAY
-12842558.4113,6633503.4078,9074,,940,WILSON WAY,940 WILSON WAY
-12842037.0445,6636702.7889,9075,3,817,6TH STREET,3-817 6TH STREET
-12838021.9869,6631239.2088,9076,,120,CAFFARO COURT,120 CAFFARO COURT
-12840651.8666,6636087.5052,9077,309,1105,SPRING CREEK DRIVE,309-1105 SPRING CREEK DRIVE
-12839770.7394,6636508.1496,9078,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12838663.2899,6637516.125,9079,,202,EAGLE POINT,202 EAGLE POINT
-12839722.7384,6636167.2144,9080,113,173,KANANASKIS WAY,113-173 KANANASKIS WAY
-12842290.4222,6635001.9442,9081,141,200,PROSPECT HEIGHTS,141-200 PROSPECT HEIGHTS
-12837578.8893,6635557.7394,9082,102,115,ELK RUN BOULEVARD,102-115 ELK RUN BOULEVARD
-12840774.9405,6636536.3888,9083,302,379,SPRING CREEK DRIVE,302-379 SPRING CREEK DRIVE
-12840486.044,6637410.4183,9084,316,901,MOUNTAIN STREET,316-901 MOUNTAIN STREET
-12836741.9129,6629842.4853,9085,212,110,STEWART CREEK LANDING,212-110 STEWART CREEK LANDING
-12840908.5937,6638715.2727,9086,208,300,PALLISER LANE,208-300 PALLISER LANE
-12839802.5784,6636139.9606,9087,215,187,KANANASKIS WAY,215-187 KANANASKIS WAY
-12839988.1236,6636305.0874,9088,225,101,MONTANE ROAD,225-101 MONTANE ROAD
-12838014.606,6632059.9851,9089,,301B,CASALE PLACE,301B CASALE PLACE
-12841657.5999,6637268.6385,9090,201,1001,6TH AVENUE,201-1001 6TH AVENUE
-12840570.4553,6636333.9421,9091,215,808,SPRING CREEK DRIVE,215-808 SPRING CREEK DRIVE
-12838206.1615,6632253.6869,9092,,155,CROSSBOW PLACE,155 CROSSBOW PLACE
-12843736.6021,6636365.7511,9093,,101,SQUIRREL CRESCENT,101 SQUIRREL CRESCENT
-12837983.3783,6631672.4217,9094,,100,FITZGERALD RISE,100 FITZGERALD RISE
-12842145.8336,6636969.3017,9095,,834,7TH STREET,834 7TH STREET
-12837946.9099,6636127.6092,9096,,316,CANYON CLOSE,316 CANYON CLOSE
-12839837.6129,6636014.8625,9097,109,191,KANANASKIS WAY,109-191 KANANASKIS WAY
-12836202.3105,6630010.5703,9098,201,106,STEWART CREEK RISE,201-106 STEWART CREEK RISE
-12841104.6366,6637996.4737,9099,4,1238,2ND AVENUE,4-1238 2ND AVENUE
-12840651.8666,6636087.5052,9100,301,1105,SPRING CREEK DRIVE,301-1105 SPRING CREEK DRIVE
-12839933.6367,6636482.32,9101,12,108,MONTANE ROAD,12-108 MONTANE ROAD
-12842528.0432,6636010.3319,9102,1,105,RUNDLE DRIVE,1-105 RUNDLE DRIVE
-12842501.5887,6635389.791,9103,,107,THREE SISTERS DRIVE,107 THREE SISTERS DRIVE
-12842376.1259,6637358.9003,9104,,28,MOUNT PEECHEE PLACE,28 MOUNT PEECHEE PLACE
-12836392.8038,6629759.9629,9105,103J,1101,THREE SISTERS PARKWAY,103J-1101 THREE SISTERS PARKWAY
-12839957.2459,6636419.8726,9106,2,108,MONTANE ROAD,2-108 MONTANE ROAD
-12842247.2842,6637183.3766,9107,,905,9TH STREET,905 9TH STREET
-12841144.645,6638377.6869,9108,4,134,15TH STREET,4-134 15TH STREET
-12842515.0567,6637847.727,9109,,920A,FAIRHOLME DRIVE,920A FAIRHOLME DRIVE
-12839808.6222,6635938.0363,9110,104,190,KANANASKIS WAY,104-190 KANANASKIS WAY
-12837316.1113,6630302.3697,9111,303,108,ARMSTRONG PLACE,303-108 ARMSTRONG PLACE
-12842706.5077,6633749.6389,9112,,938,LAWRENCE GRASSI RIDGE,938 LAWRENCE GRASSI RIDGE
-12842889.4912,6636162.3586,9113,,254A,THREE SISTERS DRIVE,254A THREE SISTERS DRIVE
-12839945.3388,6636755.1332,9114,212,120,KANANASKIS WAY,212-120 KANANASKIS WAY
-12837890.628,6631241.6023,9115,,108B,CAFFARO COURT,108B CAFFARO COURT
-12839945.3388,6636755.1332,9116,111,120,KANANASKIS WAY,111-120 KANANASKIS WAY
-12842529.9954,6635964.8678,9117,1,103,RUNDLE DRIVE,1-103 RUNDLE DRIVE
-12837992.7249,6632228.6058,9118,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12839802.5784,6636139.9606,9119,101,187,KANANASKIS WAY,101-187 KANANASKIS WAY
-12841574.2,6636288.2194,9120,1,630,3RD STREET,1-630 3RD STREET
-12838249.7038,6635406.0819,9121,52,200,GLACIER DRIVE,52-200 GLACIER DRIVE
-12838761.2667,6637327.9858,9122,7,137,WAPITI CLOSE,7-137 WAPITI CLOSE
-12839945.3388,6636755.1332,9123,410,120,KANANASKIS WAY,410-120 KANANASKIS WAY
-12841394.1629,6634094.3486,9124,,147,MORRIS,147 MORRIS
-12838813.1157,6635578.9283,9125,,392,GROTTO ROAD,392 GROTTO ROAD
-12837965.1763,6636112.8378,9126,,315,CANYON CLOSE,315 CANYON CLOSE
-12838568.9886,6639076.4518,9127,,118,STONECREEK PLACE,118 STONECREEK PLACE
-12839988.1236,6636305.0874,9128,216,101,MONTANE ROAD,216-101 MONTANE ROAD
-12837982.5479,6636948.0066,9129,,14,EAGLE LANDING,14 EAGLE LANDING
-12841471.6292,6637460.9158,9130,25,1119,RAILWAY AVENUE,25-1119 RAILWAY AVENUE
-12841974.8677,6636969.9982,9131,104,810,7TH STREET,104-810 7TH STREET
-12839586.8017,6636126.6191,9132,308,176,KANANASKIS WAY,308-176 KANANASKIS WAY
-12835648.5441,6629613.9012,9133,,243,STEWART CREEK RISE,243 STEWART CREEK RISE
-12840653.4478,6636193.2723,9134,402,905,SPRING CREEK DRIVE,402-905 SPRING CREEK DRIVE
-12839722.7384,6636167.2144,9135,223,173,KANANASKIS WAY,223-173 KANANASKIS WAY
-12840555.5163,6635882.0341,9136,,1501,SPRING CREEK GATE,1501 SPRING CREEK GATE
-12838968.4768,6637509.9879,9137,15,241,BENCHLANDS TERRACE,15-241 BENCHLANDS TERRACE
-12838204.5295,6632351.4461,9138,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12839769.475,6636416.4521,9139,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12840405.8939,6638157.5462,9140,407,1451B,PALLISER TRAIL,407-1451B PALLISER TRAIL
-12841102.1354,6638125.9826,9141,3B,1405,1ST AVENUE,3B-1405 1ST AVENUE
-12837546.5788,6635018.5318,9142,9,106,ELK RUN BOULEVARD,9-106 ELK RUN BOULEVARD
-12842029.8666,6638797.3502,9143,,5,INDUSTRIAL PLACE,5 INDUSTRIAL PLACE
-12839988.1236,6636305.0874,9144,204,101,MONTANE ROAD,204-101 MONTANE ROAD
-12839770.7394,6636508.1496,9145,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12841984.5097,6636369.0611,9146,1,809,4TH STREET,1-809 4TH STREET
-12840559.7257,6639551.2578,9147,,3,ASPEN GLEN,3 ASPEN GLEN
-12839804.6822,6639380.8004,9148, ,18,SILVERTIP VILLAGE LANE,18 SILVERTIP VILLAGE LANE
-12840453.3959,6637468.3138,9149,236,901,MOUNTAIN STREET,236-901 MOUNTAIN STREET
-12840829.4162,6638741.9531,9150,,300,PALLISER LANE,300 PALLISER LANE
-12841443.8785,6637679.6799,9151,,1160,RAILWAY AVENUE,1160 RAILWAY AVENUE
-12839148.7337,6637315.984,9152,,146,BENCHLANDS TERRACE,146 BENCHLANDS TERRACE
-12842843.376,6635959.074,9153,,243A,THREE SISTERS DRIVE,243A THREE SISTERS DRIVE
-12842116.3582,6636807.321,9154,200,828,6TH STREET,200-828 6TH STREET
-12836213.0843,6629682.9355,9155,,417,STEWART CREEK CLOSE,417 STEWART CREEK CLOSE
-12838490.3695,6635461.9379,9156,,131,MORAINE ROAD,131 MORAINE ROAD
-12836202.3105,6630010.5703,9157,306,106,STEWART CREEK RISE,306-106 STEWART CREEK RISE
-12840956.1394,6637782.4768,9158,,1204B,2ND AVENUE,1204B 2ND AVENUE
-12839232.0952,6636540.2707,9159,4,1050,COUGAR CREEK DRIVE,4-1050 COUGAR CREEK DRIVE
-12839808.4503,6639285.2644,9160, ,9,SILVERTIP VILLAGE LANE,9 SILVERTIP VILLAGE LANE
-12836830.0388,6630049.3303,9161,2302,101B,STEWART CREEK LANDING,2302-101B STEWART CREEK LANDING
-12842226.1223,6633287.4389,9162,4,827,WILSON WAY,4-827 WILSON WAY
-12840580.2806,6637448.0058,9163,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12841891.6182,6638912.5523,9164,61,1718,BOW VALLEY TRAIL,61-1718 BOW VALLEY TRAIL
-12839899.5413,6636356.5398,9165,326,107,MONTANE ROAD,326-107 MONTANE ROAD
-12842602.563,6636610.8366,9166,,154,RUNDLE CRESCENT,154 RUNDLE CRESCENT
-12840829.4162,6638741.9531,9167,,300,PALLISER LANE,300 PALLISER LANE
-12842762.6269,6636447.7111,9168,,130B,RUNDLE CRESCENT,130B RUNDLE CRESCENT
-12843057.2119,6636384.0187,9169,,274A,THREE SISTERS DRIVE,274A THREE SISTERS DRIVE
-12839988.1236,6636305.0874,9170,406,101,MONTANE ROAD,406-101 MONTANE ROAD
-12843086.9343,6636272.6777,9171, ,269B,THREE SISTERS DRIVE,269B THREE SISTERS DRIVE
-12841988.7109,6636532.8586,9172,,809,5TH STREET,809 5TH STREET
-12838378.3034,6635753.2582,9173,,6,GROTTO PLACE,6 GROTTO PLACE
-12836919.8333,6630006.2714,9174,PRKG,3000,STEWART CREEK DRIVE,PRKG-3000 STEWART CREEK DRIVE
-12840580.2806,6637448.0058,9175,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12842278.3965,6633295.4475,9176,2,831,WILSON WAY,2-831 WILSON WAY
-12839131.9225,6636321.2358,9177,,1030,COUGAR CREEK DRIVE,1030 COUGAR CREEK DRIVE
-12843722.687,6636631.9,9178,11,1065,EVERGREEN CIRCLE,11-1065 EVERGREEN CIRCLE
-12841046.1867,6637351.5776,9179,511,890,RAILWAY AVENUE           ,511-890 RAILWAY AVENUE           
-12841087.852,6637942.072,9180,3,1230,2ND AVENUE,3-1230 2ND AVENUE
-12839339.0538,6633137.6711,9181,,127,CAIRNS LANDING,127 CAIRNS LANDING
-12842101.5036,6636673.2736,9182,,829,6TH STREET,829 6TH STREET
-12842616.3947,6638586.3709,9183,,111,LARCH PLACE,111 LARCH PLACE
-12842012.8886,6636629.0323,9184,3,814,5TH STREET,3-814 5TH STREET
-12842589.1027,6633692.4835,9185,,920,LAWRENCE GRASSI RIDGE,920 LAWRENCE GRASSI RIDGE
-12841179.9706,6637444.8654,9186,2,950,RAILWAY AVENUE,2-950 RAILWAY AVENUE
-12839365.7176,6637889.6449,9187,3,226,BENCHLANDS TERRACE,3-226 BENCHLANDS TERRACE
-12842645.1022,6636036.5803,9188,32,100,RUNDLE DRIVE,32-100 RUNDLE DRIVE
-12842067.5662,6637116.6565,9189,301,822,8TH (Main) STREET,301-822 8TH (Main) STREET
-12837992.7249,6632228.6058,9190,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12842082.9846,6637135.4386,9191,105,826,8TH (Main) STREET,105-826 8TH (Main) STREET
-12838402.317,6635461.8671,9192,,103,MORAINE ROAD,103 MORAINE ROAD
-12836919.8333,6630006.2714,9193,PRKG,3000,STEWART CREEK DRIVE,PRKG-3000 STEWART CREEK DRIVE
-12836117.3242,6629830.6312,9194,201C,1200,THREE SISTERS PARKWAY,201C-1200 THREE SISTERS PARKWAY
-12841394.0815,6636197.9102,9195,,601,3RD STREET,601 3RD STREET
-12837637.8974,6631316.2651,9196,301,125A,DYRGAS LANE,301-125A DYRGAS LANE
-12838811.2245,6637387.899,9197,13,137,WAPITI CLOSE,13-137 WAPITI CLOSE
-12841512.963,6637269.2417,9198,,621,10TH STREET,621 10TH STREET
-12840497.3467,6638180.9314,9199,313,1451A,PALLISER TRAIL,313-1451A PALLISER TRAIL
-12841891.6182,6638912.5523,9200,,1718,BOW VALLEY TRAIL,1718 BOW VALLEY TRAIL
-12837947.0089,6630540.7254,9201,27,101,ARMSTRONG PLACE,27-101 ARMSTRONG PLACE
-12841046.1867,6637351.5776,9202,203,890,RAILWAY AVENUE           ,203-890 RAILWAY AVENUE           
-12835738.1599,6629683.9144,9203,,1348,THREE SISTERS PARKWAY,1348 THREE SISTERS PARKWAY
-12835677.2529,6629640.9989,9204,,1364,THREE SISTERS PARKWAY,1364 THREE SISTERS PARKWAY
-12839208.2673,6636901.236,9205,,8,BLACKROCK CRESCENT,8 BLACKROCK CRESCENT
-12838659.326,6637753.2393,9206,,217,EAGLE POINT,217 EAGLE POINT
-12838291.9416,6635539.014,9207,,74,MORAINE ROAD,74 MORAINE ROAD
-12840343.8667,6636867.4255,9208,121,300,OLD CANMORE ROAD,121-300 OLD CANMORE ROAD
-12838247.6225,6636783.6796,9209,405,701,BENCHLANDS TRAIL,405-701 BENCHLANDS TRAIL
-12839802.5784,6636139.9606,9210,,187,KANANASKIS WAY,187 KANANASKIS WAY
-12839722.7384,6636167.2144,9211,321,173,KANANASKIS WAY,321-173 KANANASKIS WAY
-12839770.7394,6636508.1496,9212,314,160,KANANASKIS WAY,314-160 KANANASKIS WAY
-12835885.0804,6629617.1678,9213,,482,STEWART CREEK CLOSE,482 STEWART CREEK CLOSE
-12839988.1236,6636305.0874,9214,412,101,MONTANE ROAD,412-101 MONTANE ROAD
-12839145.0904,6636867.8999,9215,,6,BLACKROCK CRESCENT,6 BLACKROCK CRESCENT
-12838690.5049,6639101.0478,9216,,101,STONECREEK PLACE,101 STONECREEK PLACE
-12840453.3959,6637468.3138,9217,232,901,MOUNTAIN STREET,232-901 MOUNTAIN STREET
-12841471.6292,6637460.9158,9218,20,1119,RAILWAY AVENUE,20-1119 RAILWAY AVENUE
-12838709.1601,6639194.7989,9219,,100,STONECREEK PLACE,100 STONECREEK PLACE
-12838376.3483,6636495.3167,9220,,135,COYOTE WAY,135 COYOTE WAY
-12839899.6265,6635556.0836,9221,204,300,BOW VALLEY TRAIL         ,300 BOW VALLEY TRAIL
-12837953.4783,6634749.0309,9222,119,109,BOULDER CRESCENT,119-109 BOULDER CRESCENT
-12838206.1615,6632253.6869,9223,107,155,CROSSBOW PLACE,107-155 CROSSBOW PLACE
-12837601.214,6631526.1642,9224,,148,KRIZAN BAY,148 KRIZAN BAY
-12839808.6222,6635938.0363,9225,415,190,KANANASKIS WAY,415-190 KANANASKIS WAY
-12843214.9388,6638527.9475,9226,203,1224,17TH STREET,203-1224 17TH STREET
-12839837.6129,6636014.8625,9227,208,191,KANANASKIS WAY,208-191 KANANASKIS WAY
-12838212.6851,6635605.9952,9228,,1,RIVERSTONE ROAD,1 RIVERSTONE ROAD
-12838992.373,6639434.0316,9229,,140,STONECREEK ROAD,140 STONECREEK ROAD
-12836728.7562,6629991.867,9230,1204,101A,STEWART CREEK LANDING,1204-101A STEWART CREEK LANDING
-12839765.1418,6637143.7441,9231,,142A,COUGAR POINT ROAD,142A COUGAR POINT ROAD
-12839816.6247,6636329.2337,9232,105,109,MONTANE ROAD,105-109 MONTANE ROAD
-12839479.1604,6636797.4896,9233,,112,COUGAR POINT ROAD,112 COUGAR POINT ROAD
-12838890.8065,6636744.7178,9234,,130,SETTLER WAY,130 SETTLER WAY
-12837736.0675,6631163.4454,9235,122,80,DYRGAS GATE,122-80 DYRGAS GATE
-12836739.6231,6630119.0399,9236,4105,101D,STEWART CREEK LANDING,4105-101D STEWART CREEK LANDING
-12836832.3607,6630163.2265,9237,101,2100A,STEWART CREEK DRIVE,101-2100A STEWART CREEK DRIVE
-12842325.6522,6635161.2574,9238,101,200,PROSPECT HEIGHTS,101-200 PROSPECT HEIGHTS
-12837400.7835,6630379.4947,9239,411,107,ARMSTRONG PLACE,411-107 ARMSTRONG PLACE
-12838208.4355,6637413.967,9240,,466A,EAGLE HEIGHTS,466A EAGLE HEIGHTS
-12837386.6865,6634942.8495,9241,5B,130,BOW MEADOWS CRESCENT,5B-130 BOW MEADOWS CRESCENT
-12839581.2077,6635974.3493,9242,409,180,KANANASKIS WAY,409-180 KANANASKIS WAY
-12835960.8998,6629633.4307,9243,,466,STEWART CREEK CLOSE,466 STEWART CREEK CLOSE
-12840855.5738,6636317.8618,9244,,3006,3RD AVENUE,3006 3RD AVENUE
-12837705.577,6635572.6562,9245,,116,GROTTO TERRACE,116 GROTTO TERRACE
-12841167.4159,6636021.3774,9246,,509,2ND STREET,509 2ND STREET
-12838764.2517,6635343.675,9247,,361,GROTTO ROAD,361 GROTTO ROAD
-12840570.4553,6636333.9421,9248,418,808,SPRING CREEK DRIVE,418-808 SPRING CREEK DRIVE
-12840580.2806,6637448.0058,9249,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12840405.8939,6638157.5462,9250,409,1451B,PALLISER TRAIL,409-1451B PALLISER TRAIL
-12837620.1007,6631277.6326,9251,301,125C,DYRGAS LANE,301-125C DYRGAS LANE
-12839769.475,6636416.4521,9252,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12841860.0416,6636362.5514,9253,2,733,4TH STREET,2-733 4TH STREET
-12837578.8893,6635557.7394,9254,312,115,ELK RUN BOULEVARD,312-115 ELK RUN BOULEVARD
-12838529.2352,6635096.6641,9255,,5,GROTTO CLOSE,5 GROTTO CLOSE
-12841443.8785,6637679.6799,9256,,1160,RAILWAY AVENUE,1160 RAILWAY AVENUE
-12842582.7253,6637134.6161,9257,,9,RIVERVIEW PLACE,9 RIVERVIEW PLACE
-12842146.9154,6636467.4737,9258,,834,4TH STREET,834 4TH STREET
-12838181.845,6636869.1834,9259,302,801,BENCHLANDS TRAIL,302-801 BENCHLANDS TRAIL
-12839899.5413,6636356.5398,9260,120,107,MONTANE ROAD,120-107 MONTANE ROAD
-12838825.8021,6635368.9271,9261,,337,GROTTO ROAD,337 GROTTO ROAD
-12842156.7424,6636797.8608,9262,3,838,6TH STREET,3-838 6TH STREET
-12840453.3959,6637468.3138,9263,233,901,MOUNTAIN STREET,233-901 MOUNTAIN STREET
-12842738.3375,6636040.9166,9264,206,200,THREE SISTERS DRIVE,206-200 THREE SISTERS DRIVE
-12836648.6855,6629912.905,9265,215,106,STEWART CREEK LANDING,215-106 STEWART CREEK LANDING
-12840176.3466,6636320.0359,9266,301,500        ,BOW VALLEY TRAIL         ,301-500 BOW VALLEY TRAIL         
-12840066.3345,6638882.3366,9267,,11,BLUE GROUSE RIDGE,11 BLUE GROUSE RIDGE
-12842601.2785,6635784.8136,9268,26,216,THREE SISTERS DRIVE,26-216 THREE SISTERS DRIVE
-12838333.3044,6638713.8618,9269,,549,SILVERTIP ROAD,549 SILVERTIP ROAD
-12838143.5657,6630823.2558,9270,,142B,HUBMAN LANDING,142B HUBMAN LANDING
-12839566.1376,6636866.8778,9271,,121,COUGAR POINT ROAD,121 COUGAR POINT ROAD
-12839945.3388,6636755.1332,9272,210,120,KANANASKIS WAY,210-120 KANANASKIS WAY
-12838348.5295,6631605.1896,9273,,228A,MISKOW CLOSE,228A MISKOW CLOSE
-12840453.3959,6637468.3138,9274,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12837907.3734,6636652.1785,9275,,8A,CANYON ROAD,8A CANYON ROAD
-12836829.9733,6629944.0417,9276,102,3000C,STEWART CREEK DRIVE,102-3000C STEWART CREEK DRIVE
-12840774.9405,6636536.3888,9277,208,379,SPRING CREEK DRIVE,208-379 SPRING CREEK DRIVE
-12837823.109,6630868.4021,9278,,417,RIVA HEIGHTS,417 RIVA HEIGHTS
-12839695.3902,6635759.4608,9279,411,30,LINCOLN PARK,411-30 LINCOLN PARK
-12839899.6265,6635556.0836,9280,203,300,BOW VALLEY TRAIL         ,300 BOW VALLEY TRAIL
-12842109.8747,6636287.3644,9281,3,830,3RD STREET,3-830 3RD STREET
-12842120.0445,6637271.3172,9282,,1002,8TH AVENUE,1002 8TH AVENUE
-12843351.8163,6633863.4984,9283,,1136,WILSON WAY,1136 WILSON WAY
-12843302.5464,6638990.0923,9284,,1112,LARCH PLACE,1112 LARCH PLACE
-12839372.9915,6637569.6263,9285,,121,BENCHLANDS TERRACE,121 BENCHLANDS TERRACE
-12839081.2066,6639445.6306,9286,105,150,STONECREEK ROAD,105-150 STONECREEK ROAD
-12841330.4809,6636614.7275,9287,,538B,5TH STREET,538B 5TH STREET
-12839689.8458,6636258.0148,9288,310,170,KANANASKIS WAY,310-170 KANANASKIS WAY
-12843173.2873,6636376.4312,9289,,207,GRASSI PLACE,207 GRASSI PLACE
-12839496.9594,6636781.116,9290,,113,COUGAR POINT ROAD,113 COUGAR POINT ROAD
-12842719.6894,6636325.7968,9291,4,125,RUNDLE CRESCENT,4-125 RUNDLE CRESCENT
-12839689.8458,6636258.0148,9292,318,170,KANANASKIS WAY,318-170 KANANASKIS WAY
-12842636.3715,6635992.0493,9293,7,100,RUNDLE DRIVE,7-100 RUNDLE DRIVE
